claim_id,time_to_close,claim_amount,amount_paid,location,individuals_on_claim,linked_cases,cause
0384,129,R$ 6421.39,5036.68,RECIFE,3,FALSE,vegetable
0385,173,R$ 9668.46,7156.3,RECIFE,5,TRUE,vegetable
0386,275,R$ 37683.29,27406.16,NATAL,8,FALSE,unknown
0387,205,R$ 38243.85,30983.61,RECIFE,9,FALSE,unknown
0388,173,R$ 24110.69,17282.56,SAO LUIS,5,TRUE,unknown
0389,102,R$ 3276.98,2666.33,SAO LUIS,1,FALSE,meat
0390,221,R$ 36773.55,35530.02,SAO LUIS,14,FALSE,meat
0391,299,R$ 38793.45,26416.82,RECIFE,11,FALSE, Meat
0392,203,R$ 50283.88,36923.76,RECIFE,11,FALSE,unknown
0393,210,R$ 17785.99,17313.55,RECIFE,7,FALSE,meat
0394,260,R$ 63143.59,43576.21,NATAL,12,FALSE,unknown
0395,272,R$ 74749.42,50859.31,FORTALEZA,15,FALSE,unknown
0396,179,R$ 20726.19,20141.71,NATAL,8,FALSE,meat
0397,208,R$ 21197.97,21036.31,SAO LUIS,8,FALSE,meat
0398,152,R$ 9687.78,7304.77,RECIFE,3,FALSE,meat
0399,175,R$ 11114.61,8318.11,NATAL,6,TRUE,vegetable
0400,151,R$ 31557.52,27494.55,SAO LUIS,8,FALSE,unknown
0401,98,R$ 4925.53,4902.09,NATAL,1,FALSE,unknown
0402,168,R$ 6244.4,5400.85,SAO LUIS,2,TRUE,unknown
0403,167,R$ 10329.85,7474.34,RECIFE,5,TRUE,vegetable
0404,290,R$ 67538.8,51946.88,RECIFE,15,FALSE,unknown
0405,233,R$ 53837.94,36775.59,RECIFE,15,FALSE,meat
0406,178,R$ 39719.53,35550.95,NATAL,14,FALSE,meat
0407,326,R$ 70608.35,51624.27,SAO LUIS,15,FALSE,unknown
0408,367,R$ 63568.56,42818.45,RECIFE,12,FALSE,unknown
0409,155,R$ 34400.42,32194.74,RECIFE,9,FALSE,unknown
0410,131,R$ 20747.1,18077.67,RECIFE,7,FALSE,meat
0411,131,R$ 5628.07,5288.41,SAO LUIS,2,FALSE,meat
0412,172,R$ 8858.51,7916.53,RECIFE,5,TRUE,VEGETABLES
0413,169,R$ 18736.91,12681.93,NATAL,5,FALSE,meat
0414,352,R$ 59729.93,47148.43,NATAL,13,FALSE,unknown
0415,193,R$ 39395.44,28809.6,FORTALEZA,12,FALSE,meat
0416,139,R$ 12503.68,11980.99,RECIFE,3,FALSE,unknown
0417,294,R$ 54330.28,42510.94,SAO LUIS,12,FALSE,unknown
0418,181,R$ 34900.96,34230.77,RECIFE,10,TRUE,unknown
0419,223,R$ 26558.41,19224.92,SAO LUIS,8,FALSE,meat
0420,177,R$ 12163.57,11285.99,FORTALEZA,8,FALSE,vegetable
0421,158,R$ 16074.39,14387.4,RECIFE,6,FALSE,meat
0422,133,R$ 15868.24,11283.76,FORTALEZA,5,FALSE,meat
0423,95,R$ 3758.79,2958.82,FORTALEZA,1,FALSE,meat
0424,158,R$ 7062.51,6185.74,RECIFE,2,FALSE,unknown
0425,176,R$ 41333.73,30631.68,RECIFE,9,FALSE,unknown
0426,196,R$ 19417.16,15047.28,NATAL,6,FALSE,meat
0427,176,R$ 26163.44,17873.33,RECIFE,7,TRUE,meat
0428,144,R$ 31612.03,28607.2,SAO LUIS,11,FALSE,meat
0429,169,R$ 16288.43,11438.73,FORTALEZA,5,FALSE,meat
0430,170,R$ 10860.61,10269.15,RECIFE,7,TRUE,vegetable
0431,176,R$ 18391.18,15393.47,RECIFE,6,FALSE,meat
0432,182,R$ 28144.92,21144.83,NATAL,8,FALSE,meat
0433,212,R$ 25813.2,19628.13,SAO LUIS,8,FALSE,meat
0434,199,R$ 26388.06,20386.5,RECIFE,14,FALSE,VEGETABLES
0435,149,R$ 13302.63,9073.86,SAO LUIS,4,FALSE,meat
0436,160,R$ 10400.83,7277.24,RECIFE,2,FALSE,unknown
0437,153,R$ 41066.59,29023.98,RECIFE,12,FALSE,meat
0438,173,R$ 12360.71,8659.13,RECIFE,6,TRUE,vegetable
0439,182,R$ 22416.25,19358.73,FORTALEZA,13,TRUE,vegetable
0440,229,R$ 29906.89,20779.3,SAO LUIS,14,FALSE,VEGETABLES
0441,141,R$ 3360.13,2464.32,RECIFE,2,FALSE,vegetable
0442,360,R$ 72110.47,48686.66,RECIFE,14,FALSE,unknown
0443,118,R$ 8547.94,7717.52,RECIFE,3,FALSE,meat
0444,191,R$ 27070.33,21222.04,RECIFE,6,FALSE,unknown
0445,182,R$ 31966.97,25713.62,RECIFE,7,TRUE,unknown
0446,176,R$ 28263.95,19478.01,FORTALEZA,8,FALSE,meat
0447,134,R$ 7876.57,6988.17,RECIFE,3,FALSE,meat
0448,186,R$ 34305.41,25837.29,SAO LUIS,10,FALSE,meat
0449,174,R$ 19523.85,17607.96,FORTALEZA,7,FALSE,meat
0450,155,R$ 30774.37,30145.74,FORTALEZA,12,FALSE,meat
0451,220,R$ 45307.39,37379.02,RECIFE,15,FALSE,meat
0452,145,R$ 13832.42,10414.35,RECIFE,4,FALSE,meat
0453,225,R$ 28613.26,24002.84,NATAL,10,FALSE,meat
0454,370,R$ 67547.9,52458.91,RECIFE,15,FALSE,unknown
0455,233,R$ 52855.05,36788.88,NATAL,15,FALSE,meat
0456,153,R$ 24206.32,20929.51,FORTALEZA,8,FALSE,meat
0457,172,R$ 7242.79,5995.63,RECIFE,2,FALSE,meat
0458,158,R$ 27383.34,21850.99,FORTALEZA,15,FALSE,vegetable
0459,202,R$ 19093.13,17624.46,FORTALEZA,7,FALSE,meat
0460,205,R$ 17510.99,13029.72,RECIFE,5,FALSE,meat
0461,185,R$ 49572.91,48419.74,SAO LUIS,14,FALSE,unknown
0462,180,R$ 20513.7,17379.23,NATAL,5,FALSE,unknown
0463,174,R$ 14193.83,10893.94,RECIFE,7,TRUE,vegetable
0464,160,R$ 25373.42,16957.71,FORTALEZA,5,FALSE,unknown
0465,142,R$ 26746.52,21997.78,RECIFE,15,FALSE,vegetable
0466,169,R$ 4280.16,3739.86,RECIFE,2,TRUE,vegetable
0467,121,R$ 10348.66,7630.57,RECIFE,3,FALSE,meat
0468,166,R$ 10242.84,9787.76,SAO LUIS,3,TRUE,unknown
0469,123,R$ 8026.43,5469.15,NATAL,2,FALSE,meat
0470,453,R$ 68555.4,52255.96,FORTALEZA,15,FALSE,unknown
0471,190,R$ 39160.48,26458.78,RECIFE,11,FALSE,meat
0472,193,R$ 33114.01,23090.32,SAO LUIS,9,FALSE,meat
0473,327,R$ 53783.47,NA,RECIFE,14,FALSE,unknown
0474,133,R$ 3363.93,3272.43,RECIFE,2,FALSE,vegetable
0475,185,R$ 40145.84,34387.95,RECIFE,10,TRUE,unknown
0476,180,R$ 51628.64,49413.8,NATAL,14,TRUE,unknown
0477,146,R$ 22835.48,20292.25,SAO LUIS,6,FALSE,unknown
0478,174,R$ 45076.15,30109.93,RECIFE,12,FALSE,meat
0479,190,R$ 17376.3,16451.85,RECIFE,7,FALSE,meat
0480,165,R$ 4717.31,3551.4,SAO LUIS,2,TRUE,vegetable
0481,185,R$ 31985.78,22687.01,FORTALEZA,9,TRUE,meat
0482,156,R$ 21657.28,16629.2,SAO LUIS,7,FALSE,meat
0483,168,R$ 9899.14,6834.03,FORTALEZA,2,FALSE,unknown
0484,232,R$ 36770.79,32252.65,RECIFE,13,FALSE,meat
0485,174,R$ 31448.34,30866.93,NATAL,12,TRUE,meat
0486,164,R$ 35401.95,28512.69,SAO LUIS,11,FALSE,meat
0487,224,R$ 43566.39,34889.94,SAO LUIS,14,FALSE,meat
0488,279,R$ 24620.8,17826.51,FORTALEZA,7,FALSE,meat
0489,275,R$ 49260.11,35344.88,RECIFE,10,FALSE,unknown
0490,214,R$ 16856.56,13439.5,RECIFE,9,FALSE,vegetable
0491,192,R$ 26752.8,24118.7,NATAL,7,FALSE,unknown
0492,249,R$ 42819.57,32690.87,SAO LUIS,9,FALSE,unknown
0493,169,R$ 15788.07,12125.47,RECIFE,5,TRUE,meat
0494,183,R$ 31660,27179.63,SAO LUIS,8,FALSE,unknown
0495,117,R$ 8097.82,6271.51,SAO LUIS,3,FALSE,meat
0496,183,R$ 29691.61,NA,FORTALEZA,8,FALSE,meat
0497,141,R$ 10823.67,8404.4,RECIFE,3,FALSE,meat
0498,176,R$ 11882.42,11200.09,RECIFE,3,FALSE,unknown
0499,187,R$ 55333.01,46075.53,NATAL,13,TRUE,unknown
0500,241,R$ 41729.68,28624.83,RECIFE,11,FALSE,meat
0501,141,R$ 6349.44,5392.43,SAO LUIS,2,FALSE,unknown
0502,155,R$ 16261.94,14515.71,RECIFE,10,FALSE,vegetable
0503,145,R$ 13935.73,10999.3,SAO LUIS,3,FALSE,unknown
0504,159,R$ 14644.86,14327.14,RECIFE,6,FALSE,meat
0505,215,R$ 22601.46,22207.2,NATAL,9,FALSE,meat
0506,140,R$ 19988.29,18844.81,NATAL,8,FALSE,meat
0507,158,R$ 10560.29,8346.99,SAO LUIS,3,FALSE,meat
0508,156,R$ 5955.95,4421,RECIFE,1,FALSE,unknown
0509,261,R$ 46731.23,34217.35,RECIFE,14,FALSE,meat
0510,172,R$ 11442.1,10999.33,SAO LUIS,7,TRUE,vegetable
0511,183,R$ 25266.2,21309.77,SAO LUIS,6,FALSE,unknown
0512,121,R$ 6325.48,6228.26,FORTALEZA,2,FALSE,meat
0513,135,R$ 24490.52,20703.06,NATAL,6,FALSE,unknown
0514,307,R$ 33311.48,NA,SAO LUIS,8,FALSE,unknown
0515,155,R$ 37942.79,33839.36,NATAL,10,FALSE,unknown
0516,180,R$ 20956.28,15878.68,RECIFE,5,TRUE,unknown
0517,160,R$ 13105.24,12810.36,SAO LUIS,5,FALSE,meat
0518,179,R$ 9529.28,9247.63,NATAL,4,FALSE,meat
0519,113,R$ 5137.86,5075.07,NATAL,1,FALSE,unknown
0520,126,R$ 14586.52,13929.33,SAO LUIS,6,FALSE,meat
0521,327,R$ 60129.87,43607.81,SAO LUIS,12,FALSE,unknown
0522,167,R$ 5344.71,4082.18,RECIFE,3,TRUE,vegetable
0523,171,R$ 16038.61,14931.29,FORTALEZA,10,TRUE,VEGETABLES
0524,138,R$ 11290.34,9227.14,RECIFE,4,FALSE,meat
0525,220,R$ 24061.25,21824.21,FORTALEZA,15,FALSE,vegetable
0526,153,R$ 11914.82,11742.32,NATAL,5,FALSE,meat
0527,277,R$ 31745.02,21178.59,NATAL,8,FALSE,meat
0528,229,R$ 25236.82,24919.56,RECIFE,10,FALSE,meat
0529,231,R$ 41574.58,35254.34,RECIFE,10,FALSE,unknown
0530,170,R$ 9291.74,6482.68,SAO LUIS,4,TRUE,vegetable
0531,170,R$ 41621.03,34449.68,NATAL,14,FALSE,meat
0532,146,R$ 8429.38,8317.46,RECIFE,2,FALSE,unknown
0533,164,R$ 29327.47,21114.21,FORTALEZA,14,FALSE,vegetable
0534,187,R$ 38182.27,32117.16,RECIFE,13,TRUE,meat
0535,218,R$ 54909.77,44522.79,RECIFE,13,FALSE,unknown
0536,199,R$ 41382.92,30926.4,RECIFE,12,FALSE,meat
0537,384,R$ 56057.2,50988.68,RECIFE,15,FALSE,unknown
0538,178,R$ 9885.13,7649.45,FORTALEZA,5,TRUE,vegetable
0539,174,R$ 21398.3,14314.94,NATAL,10,TRUE,vegetable
0540,118,R$ 6199.94,5982.63,RECIFE,4,FALSE,vegetable
0541,166,R$ 12444.52,9058.15,RECIFE,6,FALSE,vegetable
0542,136,R$ 17882.3,12055.13,SAO LUIS,5,FALSE,meat
0543,188,R$ 29983.67,21415.17,RECIFE,6,FALSE,unknown
0544,147,R$ 30404.25,29055.07,SAO LUIS,8,FALSE,unknown
0545,136,R$ 9358.22,8245.08,FORTALEZA,3,FALSE,meat
0546,163,R$ 15667.82,14397.74,SAO LUIS,10,FALSE,vegetable
0547,419,R$ 74840.25,52478.3,SAO LUIS,15,FALSE,unknown
0548,174,R$ 26899.85,19974.6,RECIFE,13,TRUE,VEGETABLES
0549,160,R$ 13202.56,13035.7,SAO LUIS,9,FALSE,vegetable
0550,162,R$ 17806.98,12767.98,RECIFE,5,FALSE,meat
0551,166,R$ 29564.25,20023.62,RECIFE,8,FALSE,meat
0552,182,R$ 28701.45,20789.26,NATAL,14,TRUE,vegetable
0553,221,R$ 37670.4,27565.51,SAO LUIS,8,FALSE,unknown
0554,167,R$ 35299.91,29593.14,RECIFE,12,FALSE,meat
0555,196,R$ 28847.79,22985.25,SAO LUIS,9,FALSE,meat
0556,189,R$ 48100.37,44955.28,SAO LUIS,13,FALSE,unknown
0557,276,R$ 46972.61,34845.49,RECIFE,10,FALSE,unknown
0558,174,R$ 15056.45,12135.47,RECIFE,8,TRUE,vegetable
0559,149,R$ 7232.92,6256.97,RECIFE,3,FALSE,meat
0560,257,R$ 21295.07,18680.53,RECIFE,7,FALSE,meat
0561,232,R$ 68964.3,52417.18,RECIFE,15,FALSE,unknown
0562,111,R$ 14469.12,11062.5,RECIFE,7,FALSE,vegetable
0563,260,R$ 51003.75,42086.49,NATAL,12,FALSE,unknown
0564,142,R$ 9198.79,7873.89,NATAL,3,FALSE,meat
0565,153,R$ 20974.75,17630.25,SAO LUIS,12,FALSE,vegetable
0566,189,R$ 32161.44,28807.81,RECIFE,12,FALSE,meat
0567,127,R$ 4279.13,4095.19,RECIFE,1,FALSE,unknown
0568,184,R$ 47738.03,42988.21,RECIFE,12,FALSE,unknown
0569,180,R$ 24608.79,20747.38,SAO LUIS,8,TRUE,meat
0570,187,R$ 43201.18,34103.62,SAO LUIS,10,TRUE,unknown
0571,310,R$ 59439.87,42127.48,SAO LUIS,12,FALSE,unknown
0572,209,R$ 44629.97,29853.67,FORTALEZA,12,FALSE,meat
0573,285,R$ 40054.99,33158.8,NATAL,13,FALSE,meat
0574,179,R$ 20893.96,15732.51,RECIFE,4,FALSE,unknown
0575,175,R$ 16898.71,11397.21,RECIFE,8,TRUE,vegetable
0576,169,R$ 12871.81,NA,RECIFE,4,FALSE,meat
0577,138,R$ 16202.02,10854.27,RECIFE,4,FALSE,meat
0578,155,R$ 36272.46,29771.67,RECIFE,12,FALSE,meat
0579,186,R$ 18867.66,17305.37,NATAL,12,TRUE,vegetable
0580,184,R$ 21257.88,17305.42,SAO LUIS,7,FALSE,meat
0581,316,R$ 27553.18,22055.82,SAO LUIS,15,FALSE,vegetable
0582,198,R$ 43605.04,29757.43,RECIFE,12,FALSE,meat
0583,178,R$ 36195.47,31400.06,RECIFE,9,TRUE,unknown
0584,237,R$ 64823.83,NA,SAO LUIS,14,FALSE,unknown
0585,106,R$ 13636.26,13084.22,RECIFE,5,FALSE,meat
0586,286,R$ 53820.75,36502.24,SAO LUIS,10,FALSE,unknown
0587,178,R$ 14636.92,10894.72,RECIFE,7,FALSE,vegetable
0588,241,R$ 43240.32,29950.3,SAO LUIS,12,FALSE,meat
0589,109,R$ 8748.34,6815.83,NATAL,3,FALSE,meat
0590,98,R$ 3472.13,2773.8,SAO LUIS,2,FALSE,vegetable
0591,179,R$ 15809.25,11346.88,RECIFE,3,TRUE,unknown
0592,235,R$ 25488.57,17782.89,NATAL,7,FALSE,meat
0593,212,R$ 51780.19,46122.65,RECIFE,13,FALSE,unknown
0594,177,R$ 23503.36,20634.86,FORTALEZA,6,FALSE,unknown
0595,122,R$ 5612.65,5326.06,FORTALEZA,2,FALSE,meat
0596,234,R$ 33155.63,29696.61,RECIFE,8,FALSE,unknown
0597,181,R$ 34438.63,24396.03,NATAL,7,FALSE,unknown
0598,218,R$ 37175.27,33083.7,SAO LUIS,13,FALSE,meat
0599,132,R$ 5366.81,4589.93,RECIFE,1,NA,unknown
0600,253,R$ 70342.77,47860.47,RECIFE,14,FALSE,unknown
0601,127,R$ 8586.7,7239.92,RECIFE,2,FALSE,unknown
0602,125,R$ 20254.81,17994.71,RECIFE,7,FALSE,meat
0603,140,R$ 15160.45,10757.38,NATAL,4,FALSE,meat
0604,122,R$ 11087.7,NA,RECIFE,2,FALSE,unknown
0605,149,R$ 22185.4,15654.89,RECIFE,4,FALSE,unknown
0606,184,R$ 45049.26,33923.92,FORTALEZA,14,FALSE,meat
0607,184,R$ 21172.11,15554.76,RECIFE,6,FALSE,meat
0608,176,R$ 34262.79,31382.97,RECIFE,13,FALSE,meat
0609,166,R$ 9884.24,7167.24,SAO LUIS,2,FALSE,unknown
0610,125,R$ 5243.49,4363.89,RECIFE,1,FALSE,unknown
0611,212,R$ 39024.93,27002.45,FORTALEZA,8,FALSE,unknown
0612,169,R$ 14708.88,12092.33,RECIFE,8,TRUE,vegetable
0613,197,R$ 43717.03,36339.31,SAO LUIS,15,FALSE,meat
0614,116,R$ 15320.42,10609.04,FORTALEZA,3,FALSE,unknown
0615,235,R$ 54988.67,44811.65,FORTALEZA,13,FALSE,unknown
0616,136,R$ 16454.45,14205.22,RECIFE,6,FALSE,meat
0617,268,R$ 56671.38,39799.22,RECIFE,11,FALSE,unknown
0618,238,R$ 56755.71,51800.5,RECIFE,15,FALSE,unknown
0619,190,R$ 51785.68,36809.97,RECIFE,15,TRUE,meat
0620,248,R$ 31592.55,26179.31,FORTALEZA,10,FALSE,meat
0621,119,R$ 9519.43,6594.26,RECIFE,3,FALSE,meat
0622,142,R$ 8849.37,6450.64,RECIFE,2,FALSE,unknown
0623,192,R$ 54767.36,43472.35,RECIFE,12,TRUE,unknown
0624,144,R$ 9011.37,7392.22,FORTALEZA,3,FALSE,meat
0625,213,R$ 30968.59,24837.08,SAO LUIS,10,FALSE,meat
0626,320,R$ 73296.53,49808.09,RECIFE,14,FALSE,unknown
0627,175,R$ 42483.77,36657.99,RECIFE,15,TRUE,meat
0628,161,R$ 20403.35,19707.43,SAO LUIS,13,FALSE,vegetable
0629,107,R$ 18838.95,15902.22,SAO LUIS,6,FALSE,meat
0630,139,R$ 9424.21,8034.75,NATAL,2,FALSE,unknown
0631,168,R$ 8215.79,7973.04,NATAL,5,FALSE,vegetable
0632,123,R$ 2941.41,2605.19,SAO LUIS,2,FALSE,vegetable
0633,203,R$ 24275.11,18837.54,RECIFE,5,FALSE,unknown
0634,101,R$ 7295.04,6873.99,FORTALEZA,3,FALSE,meat
0635,318,R$ 51407.2,37354.05,RECIFE,11,FALSE,unknown
0636,213,R$ 38140.19,26465.83,FORTALEZA,11,FALSE,meat
0637,201,R$ 48367.77,32887.4,RECIFE,13,FALSE,meat
0638,190,R$ 28898.85,25215.89,RECIFE,7,FALSE,unknown
0639,176,R$ 21576.47,19950.88,RECIFE,6,TRUE,unknown
0640,101,R$ 4021.16,3963.93,SAO LUIS,1,FALSE,unknown
0641,204,R$ 40110.19,30895,SAO LUIS,12,FALSE,meat
0642,223,R$ 28089.83,19588.22,RECIFE,8,FALSE,meat
0643,178,R$ 23543.55,18979.33,RECIFE,13,TRUE,vegetable
0644,268,R$ 36686.25,35410.37,SAO LUIS,14,FALSE,meat
0645,281,R$ 45970.24,NA,RECIFE,14,FALSE,meat
0646,205,R$ 39448.11,35510.5,SAO LUIS,14,FALSE,meat
0647,181,R$ 18420.18,15832.04,SAO LUIS,11,TRUE,vegetable
0648,139,R$ 13042.37,9818.95,NATAL,4,FALSE,meat
0649,244,R$ 47635.74,32097.4,RECIFE,9,FALSE,unknown
0650,144,R$ 11781.16,10985.9,RECIFE,7,FALSE,vegetable
0651,184,R$ 18992.67,13024.35,FORTALEZA,9,TRUE,vegetable
0652,209,R$ 44456.83,32994.69,RECIFE,9,FALSE,unknown
0653,127,R$ 20814.2,16845.69,SAO LUIS,7,FALSE,meat
0654,313,R$ 35056.46,32168.2,RECIFE,13,FALSE,meat
0655,182,R$ 27942.22,20307.37,NATAL,8,TRUE,meat
0656,174,R$ 24263.57,21778.99,FORTALEZA,15,TRUE,vegetable
0657,151,R$ 27309.17,18918.09,RECIFE,13,FALSE,vegetable
0658,215,R$ 37882.55,30190.82,SAO LUIS,12,FALSE,meat
0659,150,R$ 5543.02,3793.89,RECIFE,2,FALSE,meat
0660,228,R$ 40607.02,28440.44,NATAL,8,FALSE,unknown
0661,271,R$ 49627.81,42277.28,NATAL,12,NA,unknown
0662,131,R$ 16987.37,16935.72,RECIFE,7,FALSE,meat
0663,240,R$ 42337.02,35872.42,SAO LUIS,10,FALSE,unknown
0664,197,R$ 55937.16,40760.97,SAO LUIS,12,TRUE,unknown
0665,170,R$ 6126.19,5886.49,RECIFE,4,TRUE,vegetable
0666,159,R$ 2179.59,1557.08,NATAL,1,TRUE,vegetable
0667,175,R$ 18457.65,15572.1,RECIFE,4,TRUE,unknown
0668,284,R$ 48579.46,47993.51,FORTALEZA,14,FALSE,unknown
0669,159,R$ 9390.43,8650.31,RECIFE,3,FALSE,meat
0670,251,R$ 50813.36,39562.5,NATAL,11,FALSE,unknown
0671,186,R$ 54657.32,NA,RECIFE,13,FALSE,unknown
0672,106,R$ 4691.95,3534.8,NATAL,2,FALSE,vegetable
0673,182,R$ 13975.29,11363.33,RECIFE,5,FALSE,meat
0674,221,R$ 42357.08,36765.29,RECIFE,15,FALSE,meat
0675,162,R$ 21200.69,19195.59,RECIFE,13,NA,vegetable
0676,190,R$ 45885.48,37171.75,NATAL,15,FALSE,meat
0677,183,R$ 19989.24,14705.41,NATAL,10,TRUE,vegetable
0678,174,R$ 53284.79,46000.51,RECIFE,13,FALSE,unknown
0679,243,R$ 54920.14,45491.28,RECIFE,13,FALSE,unknown
0680,182,R$ 25913.92,20158.94,NATAL,13,TRUE,vegetable
0681,191,R$ 36000.71,28886.32,RECIFE,8,FALSE,unknown
0682,145,R$ 9119.78,6617.49,RECIFE,3,FALSE,meat
0683,149,R$ 17354.63,14503.82,NATAL,4,FALSE,unknown
0684,161,R$ 36508.62,25776.28,RECIFE,10,FALSE,meat
0685,158,R$ 17862.2,17583.14,RECIFE,12,FALSE,vegetable
0686,169,R$ 33691.35,23098.86,RECIFE,9,FALSE,meat
0687,132,R$ 11573.05,10961.37,FORTALEZA,3,FALSE,unknown
0688,295,R$ 58308.28,40455.56,RECIFE,12,FALSE,unknown
0689,227,R$ 30299.82,21037.69,SAO LUIS,14,FALSE,vegetable
0690,177,R$ 51352.17,46875.1,RECIFE,13,TRUE,unknown
0691,256,R$ 37711.25,37114.38,RECIFE,11,FALSE,unknown
0692,159,R$ 28366.88,20678.45,NATAL,14,FALSE,vegetable
0693,180,R$ 33437.55,31897.69,SAO LUIS,9,TRUE,unknown
0694,95,R$ 1764.2,1705.39,NATAL,1,FALSE,vegetable
0695,154,R$ 12194.23,10306.67,NATAL,7,FALSE,vegetable
0696,182,R$ 30495.03,30491.96,SAO LUIS,12,FALSE,meat
0697,160,R$ 26847.46,18789.09,SAO LUIS,13,FALSE,vegetable
0698,166,R$ 13809.4,13192.79,RECIFE,9,FALSE,vegetable
0699,180,R$ 18803.13,18088.45,RECIFE,5,FALSE,unknown
0700,165,R$ 34029.01,23568.1,RECIFE,7,FALSE,unknown
0701,158,R$ 20688.62,16746.6,RECIFE,7,FALSE,meat
0702,181,R$ 31933.7,29431.84,SAO LUIS,8,FALSE,unknown
0703,93,R$ 4393.27,4015.52,NATAL,2,FALSE,meat
0704,175,R$ 19524.51,17030.31,RECIFE,11,FALSE,vegetable
0705,108,R$ 9580.55,6793.78,SAO LUIS,3,FALSE,meat
0706,179,R$ 17063.14,15403.23,RECIFE,10,FALSE,vegetable
0707,329,R$ 59830.25,52016.39,SAO LUIS,15,FALSE,unknown
0708,148,R$ 21979,NA,RECIFE,8,FALSE,meat
0709,181,R$ 14517.14,12241.78,NATAL,5,TRUE,meat
0710,222,R$ 46427.34,33180.94,RECIFE,13,FALSE,meat
0711,291,R$ 39249.72,34050.09,RECIFE,14,FALSE,meat
0712,274,R$ 65532.44,44185.65,SAO LUIS,13,FALSE,unknown
0713,185,R$ 42615.82,28748.19,SAO LUIS,11,FALSE,meat
0714,177,R$ 22167.62,20747.89,RECIFE,14,TRUE,vegetable
0715,151,R$ 15850.39,14391.36,RECIFE,6,FALSE,meat
0716,182,R$ 12093.72,10363.66,SAO LUIS,7,FALSE,vegetable
0717,138,R$ 15019.97,12151.03,SAO LUIS,5,FALSE,meat
0718,178,R$ 18714.71,15984.54,FORTALEZA,11,TRUE,vegetable
0719,161,R$ 15812.9,14680.13,SAO LUIS,6,FALSE,meat
0720,172,R$ 7199.16,5224.39,FORTALEZA,3,TRUE,vegetable
0721,287,R$ 62146.4,44515.82,NATAL,13,FALSE,unknown
0722,177,R$ 25634.94,19494.38,SAO LUIS,13,TRUE,vegetable
0723,152,R$ 11993.43,10149.59,FORTALEZA,4,FALSE,meat
0724,184,R$ 23755.27,21267.66,RECIFE,9,FALSE,meat
0725,182,R$ 5499.9,4295.13,RECIFE,2,TRUE,meat
0726,136,R$ 6894.36,5547.54,RECIFE,2,FALSE,unknown
0727,150,R$ 22059.48,17662.26,NATAL,12,FALSE,vegetable
0728,172,R$ 15630,14004.73,FORTALEZA,6,FALSE,meat
0729,190,R$ 64989.7,49525.01,RECIFE,14,TRUE,unknown
0730,268,R$ 56016.03,42956.1,RECIFE,12,FALSE,unknown
0731,223,R$ 45121.08,32054.15,SAO LUIS,13,FALSE,meat
0732,137,R$ 22834.16,18328.66,FORTALEZA,5,FALSE,unknown
0733,244,R$ 36206.73,29643.27,RECIFE,12,FALSE,meat
0734,208,R$ 38582.58,26268.49,NATAL,11,FALSE,meat
0735,159,R$ 25835.85,21406.27,RECIFE,9,FALSE,meat
0736,168,R$ 9014.37,6240.77,RECIFE,2,TRUE,unknown
0737,133,R$ 12283.27,8792.48,FORTALEZA,4,FALSE,meat
0738,171,R$ 32499.78,22158.48,NATAL,9,FALSE,meat
0739,163,R$ 3619.7,3591.26,FORTALEZA,1,TRUE,meat
0740,187,R$ 26027.69,19218.82,FORTALEZA,8,FALSE,meat
0741,186,R$ 43521.05,31549.28,NATAL,9,TRUE,unknown
0742,122,R$ 8955.76,7155.26,FORTALEZA,3,FALSE,meat
0743,137,R$ 40309.15,30556.23,RECIFE,12,FALSE,meat
0744,141,R$ 4287.43,3536.84,SAO LUIS,1,FALSE,meat
0745,183,R$ 22001.51,18505.25,SAO LUIS,7,TRUE,meat
0746,191,R$ 46429.4,32936.96,FORTALEZA,9,TRUE,unknown
0747,200,R$ 14860.92,13994.94,RECIFE,9,FALSE,vegetable
0748,222,R$ 46888.18,36003.32,RECIFE,14,FALSE,meat
0749,182,R$ 28721.88,21594.36,RECIFE,6,TRUE,unknown
0750,245,R$ 44747.97,33687.17,RECIFE,13,FALSE,meat
0751,132,R$ 17366.93,14535.94,SAO LUIS,4,FALSE,unknown
0752,193,R$ 38360.87,32699.54,SAO LUIS,13,FALSE,meat
0753,145,R$ 17948.59,12717.05,SAO LUIS,5,FALSE,meat
0754,186,R$ 28298.26,24280.27,RECIFE,10,FALSE,meat
0755,169,R$ 11070.99,9245.3,SAO LUIS,3,TRUE,unknown
0756,194,R$ 28335.9,20627.88,NATAL,14,FALSE,vegetable
0757,181,R$ 35500.93,30712.52,SAO LUIS,12,TRUE,meat
0758,187,R$ 24830.19,19036.44,RECIFE,13,TRUE,vegetable
0759,178,R$ 14815.28,10380.06,RECIFE,7,TRUE,vegetable
0760,237,R$ 46007.84,31069.25,SAO LUIS,9,FALSE,unknown
0761,158,R$ 36739.37,36128.05,NATAL,10,FALSE,unknown
0762,159,R$ 45836.5,38956.64,RECIFE,11,FALSE,unknown
0763,181,R$ 23550.62,16038.38,SAO LUIS,11,FALSE,vegetable
0764,294,R$ 47448.08,37916.42,SAO LUIS,11,FALSE,unknown
0765,211,R$ 39989.32,33552.12,SAO LUIS,10,FALSE,unknown
0766,135,R$ 17388.3,13629.39,FORTALEZA,5,FALSE,meat
0767,126,R$ 17695.87,13756.51,RECIFE,9,FALSE,vegetable
